time,temperature_2m (°F),rain (inch),soil_temperature_0_to_7cm (°F),soil_moisture_0_to_7cm (m³/m³)
2024-03-26T12:00,45.2,0.035,49.9,0.408
2024-03-27T12:00,40.8,0.0,47.2,0.381
2024-03-28T12:00,53.3,0.0,49.2,0.369
2024-03-29T12:00,59.2,0.0,54.6,0.362
2024-03-30T12:00,66.7,0.0,61.6,0.401
2024-03-31T12:00,57.2,0.0,57.3,0.38
2024-04-01T12:00,61.4,0.0,56.1,0.408
2024-04-02T12:00,63.6,0.083,56.6,0.422
2024-04-03T12:00,38.8,0.043,42.2,0.416
2024-04-04T12:00,36.4,0.024,39.7,0.407
2024-04-05T12:00,47.2,0.0,47.4,0.398
2024-04-06T12:00,52.5,0.0,51.2,0.38
2024-04-07T12:00,51.4,0.303,49.0,0.43
2024-04-08T12:00,70.1,0.0,61.1,0.381
2024-04-09T12:00,61.3,0.0,61.5,0.362
2024-04-10T12:00,63.2,0.0,59.5,0.353
2024-04-11T12:00,59.8,0.012,57.1,0.365
2024-04-12T12:00,60.7,0.012,58.0,0.388
2024-04-13T12:00,65.9,0.0,61.9,0.36
2024-04-14T12:00,77.6,0.0,70.0,0.33
2024-04-15T12:00,72.4,0.0,68.8,0.31
2024-04-16T12:00,76.9,0.0,68.7,0.289
2024-04-17T12:00,63.2,0.0,64.5,0.34
2024-04-18T12:00,60.0,0.0,60.1,0.323
2024-04-19T12:00,54.8,0.0,58.7,0.365
2024-04-20T12:00,46.5,0.0,53.2,0.34
2024-04-21T12:00,52.7,0.0,55.5,0.324
2024-04-22T12:00,62.4,0.0,59.5,0.308
2024-04-23T12:00,55.2,0.209,53.7,0.354
2024-04-24T12:00,53.1,0.0,58.5,0.346
2024-04-25T12:00,56.2,0.0,58.0,0.326
2024-04-26T12:00,54.6,0.287,52.4,0.398
2024-04-27T12:00,75.9,0.0,66.3,0.38
2024-04-28T12:00,76.7,0.433,69.7,0.404
2024-04-29T12:00,68.9,0.0,66.7,0.41
2024-04-30T12:00,73.2,0.0,69.7,0.386
2024-05-01T12:00,72.9,0.0,72.4,0.365
2024-05-02T12:00,81.7,0.0,72.4,0.345
2024-05-03T12:00,68.8,0.012,68.0,0.379
2024-05-04T12:00,78.0,0.0,72.5,0.348
2024-05-05T12:00,66.0,0.0,70.5,0.345
2024-05-06T12:00,72.4,0.0,70.6,0.326
2024-05-07T12:00,70.6,0.126,68.7,0.348
2024-05-08T12:00,78.7,0.0,73.2,0.335
2024-05-09T12:00,65.3,0.039,67.0,0.405
2024-05-10T12:00,65.1,0.004,66.1,0.379
2024-05-11T12:00,68.4,0.0,67.8,0.363
2024-05-12T12:00,78.1,0.0,71.2,0.338
2024-05-13T12:00,74.7,0.055,73.1,0.336
2024-05-14T12:00,68.8,0.008,69.2,0.38
2024-05-15T12:00,71.5,0.0,70.7,0.362
2024-05-16T12:00,73.0,0.157,69.6,0.388
2024-05-17T12:00,77.6,0.0,75.9,0.361
2024-05-18T12:00,80.0,0.0,77.1,0.329
2024-05-19T12:00,81.8,0.059,80.1,0.326
2024-05-20T12:00,83.8,0.0,78.6,0.281
2024-05-21T12:00,86.0,0.0,80.9,0.27
2024-05-22T12:00,72.1,0.0,76.4,0.264
2024-05-23T12:00,76.9,0.0,77.3,0.247
2024-05-24T12:00,71.5,0.028,72.6,0.24
2024-05-25T12:00,72.0,0.0,76.0,0.251
2024-05-26T12:00,70.0,0.736,67.2,0.418
2024-05-27T12:00,72.3,0.0,72.6,0.37
2024-05-28T12:00,71.3,0.004,72.5,0.347
2024-05-29T12:00,68.7,0.008,70.7,0.337
2024-05-30T12:00,69.7,0.0,71.1,0.314
2024-05-31T12:00,75.4,0.0,73.3,0.289
2024-06-01T12:00,68.4,0.524,66.4,0.415
2024-06-02T12:00,73.1,0.0,72.4,0.351
2024-06-03T12:00,82.9,0.0,77.8,0.32
2024-06-04T12:00,79.9,0.0,77.5,0.289
2024-06-05T12:00,77.1,0.165,75.9,0.383
2024-06-06T12:00,77.0,0.0,76.9,0.321
2024-06-07T12:00,77.0,0.0,75.9,0.28
2024-06-08T12:00,78.4,0.004,75.3,0.255
2024-06-09T12:00,77.4,0.0,74.6,0.255
2024-06-10T12:00,67.7,0.004,73.2,0.23
2024-06-11T12:00,74.4,0.0,75.3,0.212
2024-06-12T12:00,86.2,0.0,82.6,0.187
2024-06-13T12:00,89.7,0.004,84.5,0.172
2024-06-14T12:00,85.9,0.0,84.4,0.208
2024-06-15T12:00,85.3,0.0,83.9,0.188
2024-06-16T12:00,88.7,0.287,83.1,0.265
2024-06-17T12:00,90.4,0.0,86.8,0.289
2024-06-18T12:00,88.4,0.0,86.1,0.246
2024-06-19T12:00,87.5,0.004,87.1,0.22
2024-06-20T12:00,90.2,0.008,89.4,0.194
2024-06-21T12:00,89.3,0.0,89.5,0.187
2024-06-22T12:00,91.1,0.0,89.8,0.175
2024-06-23T12:00,81.5,0.016,84.5,0.286
2024-06-24T12:00,86.8,0.0,86.5,0.247
2024-06-25T12:00,83.6,0.15,78.4,0.275
2024-06-26T12:00,80.5,0.0,81.3,0.251
2024-06-27T12:00,76.0,0.0,81.0,0.253
2024-06-28T12:00,77.1,0.0,74.0,0.236
2024-06-29T12:00,87.4,0.0,83.4,0.338
2024-06-30T12:00,71.9,0.0,79.2,0.282
2024-07-01T12:00,73.0,0.0,76.4,0.247
2024-07-02T12:00,82.2,0.0,78.4,0.218
2024-07-03T12:00,83.0,0.028,81.7,0.269
2024-07-04T12:00,74.2,0.295,75.1,0.334
2024-07-05T12:00,79.7,0.0,80.9,0.295
2024-07-06T12:00,78.6,0.0,80.5,0.258
2024-07-07T12:00,84.6,0.0,82.7,0.23
2024-07-08T12:00,84.3,0.0,84.2,0.213
2024-07-09T12:00,72.3,0.52,72.7,0.37
2024-07-10T12:00,81.6,0.0,79.6,0.359
2024-07-11T12:00,76.4,0.213,77.8,0.398
2024-07-12T12:00,81.3,0.0,81.2,0.337
2024-07-13T12:00,87.1,0.0,83.0,0.301
2024-07-14T12:00,85.0,0.35,80.7,0.377
2024-07-15T12:00,88.3,0.008,83.1,0.368
2024-07-16T12:00,82.8,0.008,79.4,0.354
2024-07-17T12:00,79.9,0.0,81.5,0.31
2024-07-18T12:00,72.4,0.016,75.8,0.28
2024-07-19T12:00,74.6,0.0,77.1,0.255
2024-07-20T12:00,76.6,0.0,78.0,0.237
2024-07-21T12:00,78.7,0.0,79.0,0.225
2024-07-22T12:00,79.8,0.016,80.5,0.213
2024-07-23T12:00,82.8,0.0,82.7,0.197
2024-07-24T12:00,82.1,0.016,83.4,0.188
2024-07-25T12:00,79.0,0.0,80.2,0.258
2024-07-26T12:00,78.0,0.0,79.9,0.229
2024-07-27T12:00,81.7,0.0,81.3,0.208
2024-07-28T12:00,81.0,0.039,79.9,0.294
2024-07-29T12:00,83.0,0.319,79.6,0.361
2024-07-30T12:00,86.7,0.0,85.5,0.273
2024-07-31T12:00,82.5,0.276,81.1,0.345
2024-08-01T12:00,84.4,0.047,82.4,0.27
2024-08-02T12:00,80.8,0.012,80.0,0.305
2024-08-03T12:00,87.7,0.0,85.0,0.268
2024-08-04T12:00,86.6,0.0,85.5,0.236
2024-08-05T12:00,89.5,0.406,85.2,0.334
2024-08-06T12:00,82.3,0.004,85.0,0.22
2024-08-07T12:00,76.7,0.0,78.2,0.215
2024-08-08T12:00,79.4,0.0,81.3,0.2
2024-08-09T12:00,71.9,0.0,77.5,0.19
2024-08-10T12:00,73.3,0.0,75.8,0.19
2024-08-11T12:00,75.5,0.0,76.0,0.186
2024-08-12T12:00,76.3,0.0,76.4,0.179
2024-08-13T12:00,79.3,0.0,80.5,0.174
2024-08-14T12:00,81.3,0.0,79.9,0.167
2024-08-15T12:00,74.2,0.406,71.9,0.326
2024-08-16T12:00,83.9,0.004,80.7,0.321
2024-08-17T12:00,78.9,0.031,79.2,0.283
2024-08-18T12:00,76.0,0.0,77.4,0.262
2024-08-19T12:00,75.3,0.0,76.8,0.244
2024-08-20T12:00,71.7,0.0,76.2,0.221
2024-08-21T12:00,71.7,0.0,75.2,0.209
2024-08-22T12:00,73.9,0.0,75.1,0.195
2024-08-23T12:00,78.7,0.0,77.4,0.18
2024-08-24T12:00,87.9,0.012,82.4,0.169
2024-08-25T12:00,89.0,0.0,85.4,0.166
2024-08-26T12:00,92.1,0.0,88.8,0.166
2024-08-27T12:00,93.3,0.0,90.7,0.169
2024-08-28T12:00,85.0,0.0,84.3,0.21
2024-08-29T12:00,85.9,0.0,86.4,0.206
2024-08-30T12:00,90.0,0.0,87.3,0.201
2024-08-31T12:00,79.1,0.0,82.5,0.22
2024-09-01T12:00,80.1,0.0,81.0,0.208
2024-09-02T12:00,73.0,0.0,76.1,0.196
2024-09-03T12:00,73.1,0.0,75.3,0.189
2024-09-04T12:00,78.7,0.0,77.6,0.179
2024-09-05T12:00,84.5,0.004,82.5,0.165
2024-09-06T12:00,74.5,0.008,79.7,0.152
2024-09-07T12:00,64.8,0.0,72.2,0.156
2024-09-08T12:00,69.1,0.0,72.1,0.159
2024-09-09T12:00,75.1,0.0,74.1,0.169
2024-09-10T12:00,78.7,0.0,76.0,0.173
2024-09-11T12:00,83.3,0.0,79.1,0.173
2024-09-12T12:00,85.6,0.0,80.3,0.171
2024-09-13T12:00,80.9,0.0,80.0,0.175
2024-09-14T12:00,84.8,0.0,82.6,0.186
2024-09-15T12:00,86.5,0.0,83.9,0.179
2024-09-16T12:00,86.1,0.0,83.4,0.178
2024-09-17T12:00,84.1,0.0,81.9,0.17
2024-09-18T12:00,84.5,0.0,82.7,0.17
2024-09-19T12:00,86.4,0.0,83.2,0.163
2024-09-20T12:00,86.7,0.0,85.2,0.153
2024-09-21T12:00,90.8,0.0,85.6,0.151
2024-09-22T12:00,75.1,0.091,74.2,0.212
2024-09-23T12:00,69.7,0.0,72.4,0.251
2024-09-24T12:00,67.9,0.197,70.2,0.313
2024-09-25T12:00,73.3,0.0,75.5,0.243
2024-09-26T12:00,75.9,0.0,75.3,0.229
2024-09-27T12:00,69.6,0.0,69.8,0.217
2024-09-28T12:00,73.4,0.004,70.8,0.249
2024-09-29T12:00,72.7,0.0,73.6,0.238
2024-09-30T12:00,79.1,0.0,78.5,0.224
2024-10-01T12:00,69.4,0.0,74.2,0.212
2024-10-02T12:00,67.9,0.0,70.6,0.2
2024-10-03T12:00,76.2,0.0,73.4,0.185
2024-10-04T12:00,73.5,0.177,72.6,0.227
2024-10-05T12:00,81.9,0.0,76.6,0.165
2024-10-06T12:00,75.3,0.0,77.7,0.157
2024-10-07T12:00,66.1,0.0,71.3,0.156
2024-10-08T12:00,70.8,0.0,69.9,0.164
2024-10-09T12:00,76.1,0.0,72.7,0.157
2024-10-10T12:00,73.6,0.0,72.4,0.15
2024-10-11T12:00,80.8,0.0,75.0,0.147
2024-10-12T12:00,79.6,0.0,78.5,0.138
2024-10-13T12:00,69.5,0.0,71.3,0.135
2024-10-14T12:00,59.3,0.0,65.0,0.136
2024-10-15T12:00,53.8,0.0,58.4,0.139
2024-10-16T12:00,54.6,0.0,57.8,0.147
2024-10-17T12:00,62.3,0.0,59.9,0.148
2024-10-18T12:00,66.1,0.0,62.9,0.145
2024-10-19T12:00,69.9,0.0,65.8,0.143
2024-10-20T12:00,75.1,0.0,68.8,0.134
2024-10-21T12:00,78.4,0.0,71.8,0.132
2024-10-22T12:00,69.3,0.0,68.1,0.125
2024-10-23T12:00,62.5,0.008,64.5,0.134
2024-10-24T12:00,62.5,0.0,62.5,0.136
2024-10-25T12:00,66.4,0.0,65.8,0.316
2024-10-26T12:00,59.2,0.0,60.1,0.279
2024-10-27T12:00,57.4,0.0,57.9,0.257
2024-10-28T12:00,66.1,0.0,59.1,0.241
2024-10-29T12:00,78.5,0.0,72.4,0.226
2024-10-30T12:00,77.0,0.0,73.7,0.212
2024-10-31T12:00,64.5,0.224,65.3,0.377
2024-11-01T12:00,51.6,0.0,58.4,0.306
2024-11-02T12:00,57.9,0.0,56.2,0.283
2024-11-03T12:00,54.4,0.083,53.9,0.288
2024-11-04T12:00,65.9,0.079,63.4,0.386
2024-11-05T12:00,64.3,0.114,62.5,0.421
2024-11-06T12:00,55.3,0.0,60.4,0.39
2024-11-07T12:00,53.5,0.0,57.4,0.368
2024-11-08T12:00,58.5,0.0,56.1,0.357
2024-11-09T12:00,52.9,0.0,52.0,0.345
2024-11-10T12:00,62.5,0.0,59.9,0.372
2024-11-11T12:00,57.5,0.0,57.8,0.351
2024-11-12T12:00,49.9,0.0,51.7,0.321
2024-11-13T12:00,52.7,0.0,50.1,0.31
2024-11-14T12:00,54.4,0.008,53.6,0.36
2024-11-15T12:00,53.0,0.0,54.5,0.367
2024-11-16T12:00,51.7,0.0,51.0,0.371
2024-11-17T12:00,60.9,0.004,56.2,0.362
2024-11-18T12:00,58.5,0.26,55.4,0.425
2024-11-19T12:00,63.8,0.0,60.9,0.398
2024-11-20T12:00,49.6,0.004,52.2,0.388
2024-11-21T12:00,35.6,0.0,40.0,0.371
2024-11-22T12:00,45.4,0.0,44.6,0.388
2024-11-23T12:00,40.9,0.0,44.4,0.362
2024-11-24T12:00,52.8,0.0,48.2,0.37
2024-11-25T12:00,52.3,0.004,51.7,0.388
2024-11-26T12:00,37.5,0.0,42.3,0.355
2024-11-27T12:00,45.6,0.0,45.5,0.356
2024-11-28T12:00,33.4,0.0,39.4,0.348
2024-11-29T12:00,22.9,0.0,33.0,0.325
2024-11-30T12:00,26.4,0.0,30.7,0.328
2024-12-01T12:00,25.2,0.0,30.7,0.33
2024-12-02T12:00,23.5,0.0,30.4,0.33
2024-12-03T12:00,25.7,0.0,30.8,0.329
2024-12-04T12:00,38.6,0.0,31.2,0.329
2024-12-05T12:00,21.2,0.0,29.8,0.336
2024-12-06T12:00,30.4,0.0,30.9,0.333
2024-12-07T12:00,43.0,0.0,31.2,0.332
2024-12-08T12:00,53.5,0.0,42.7,0.291
2024-12-09T12:00,49.4,0.0,43.1,0.266
2024-12-10T12:00,35.5,0.0,37.3,0.241
2024-12-11T12:00,34.5,0.0,36.4,0.251
2024-12-12T12:00,14.7,0.0,27.4,0.254
2024-12-13T12:00,19.3,0.0,28.8,0.258
2024-12-14T12:00,33.4,0.008,30.9,0.261
2024-12-15T12:00,41.1,0.0,33.6,0.389
2024-12-16T12:00,55.0,0.0,45.7,0.348
2024-12-17T12:00,42.5,0.0,39.4,0.333
2024-12-18T12:00,36.8,0.0,37.9,0.334
2024-12-19T12:00,32.4,0.0,33.2,0.325
2024-12-20T12:00,33.3,0.0,33.3,0.325
2024-12-21T12:00,26.3,0.0,31.9,0.323
2024-12-22T12:00,34.6,0.0,31.4,0.322
2024-12-23T12:00,42.7,0.004,32.3,0.334
2024-12-24T12:00,38.2,0.0,33.0,0.345
2024-12-25T12:00,36.4,0.0,34.6,0.339
2024-12-26T12:00,49.0,0.0,43.6,0.343
2024-12-27T12:00,51.3,0.15,46.3,0.4
2024-12-28T12:00,51.7,0.004,48.7,0.371
2024-12-29T12:00,46.8,0.102,46.5,0.406
2024-12-30T12:00,44.5,0.0,45.2,0.379
2024-12-31T12:00,36.9,0.118,39.6,0.42
2025-01-01T12:00,33.2,0.0,36.4,0.393
